content,score
"Já não é como era antes, não está dando mais de seguir as trilhas, o aplicativo falha",ruim
"falhando muito gps, não marca trilha nova, cada dia pior mesmo e é plano pago",ruim
"fala que vc pode cancelar a hora que querer , uma grande mentira , tento cancelar do meu cartão só fica enviando cobrança e não consigo cancelar não dá a opção de remover cartão .",ruim
"No início começou bem, mas desde o final do ano passado vi discrepâncias que não entendo, como por exemplo: A distância e o tempo totalmente errados. Não sei mais o que fazer. Sou guia e tenho recordes nesta aplicação e, por isso, não gostaria de mudar de aplicação. Mas, neste caso acho que vou ser obrigada realmente a mudar de aplicação e começar de novo.",ruim
"Noa consigo ajuda pra saber como mexer no aplicativo. Ele trava mesmo tendo pago o plano pra usar off-line. E isso acaba sendo perigoso. Já baixei uma trilha off-line, fui seguindo e de uma hora pra outra o app parpo de funcionar. Foi bem estressante. Se alguém tiver um contato para ajuda, agradeço.",ruim
Tenho versão premium mas não Sincroniza com O telefone. Aparece que não está emparelhado quando o relogio está perfeitamente emparelhado com o telefone. Já pedi suporte ao qual não tive resposta. Sendo cliente premium deveria ter outro nível de suporte ou resposta. Vou cancelar a subscrição,ruim
"Após a última atualização, o aplicativo está mostrando erros graves de altimetria. Só marca kilometragem e altimetria depois de 1 hora de uso, gravando uma linha reta no percurso. Já enviei alguns e-mails ao suporte e não obtive resposta.",ruim
"Bom dia. Fiz a assinatura de teste (sem cobrança) e fui informado que seria avisado se iniciasse o pagamento. Isto não ocorreu. O app não me foi útil e acabei por pagar. Não encontrei em nenhum local do site como falar com a ""administração"" do app. Se puderem me ajudar com o cancelamento da assinatura e ressarcimento, agradeço.",ruim
"Aceitei um assinatura gratuita para testar o aplicativo e, para minha surpresa, alguns dias depois recebi a cobrança pela assinatura anual, debitada diretamente no meu cartão de crédito sem qualquer aviso ou pedido de confirmação! Nunca foi minha intenção fazer essa inscrição. Se concordei com algo do tipo, foi sem saber, nas letras miúdas. Sugiro cautela a qualquer um que queira aceitar essa assinatura ""gratuita"".",ruim
"Apenas baixei para teste não autorizando o débito em meu cartão de crédito. Não recomendo a ninguém! Por 42 reais a assinatura. Teste gratuito é gratuito, estamos cansados de aplicativos espertos!! Se é automático para cobrar, pode ser automático para solicitar a autorização para continuar ou não. Isso é muita malandragem.",ruim
"Bom dia. Venho através desta expressar minha decepção com o aplicativo de vocês, comprei por recomendação, mas estou profundamente arrependido.  Desde que comecei a usar, o aplicativo apresenta problemas, não marca a quilometragem correta, mesmo quando navego no mapa offline, o aplicativo para sozinho encerrando a trilha antes de acabar.  Sinceramente não tenho mais segurança nenhuma em usá-lo.  Não quero que renovem a minha assinatura. Inclusive estou pensando em desinstalar o aplicativo.",ruim
Péssimo. Pra ficar ruim tem que melhorar muito. O que dizer de um APP que se propõe a sugerir trilhas e aceitar sugestões de trilhas mas quando você vai procurar trilhas colocando o nome da localidade dificilmente encontra? E quando aparecem sugestões você não identifica rapidamente em que estado do país se localizam essas sugestões. A filtragem da busca é péssima!,ruim
"Nao encontrei diferenca na versao paga para a versao gratuita, na versao paga quando o celular fica sem dados na rede movel ele simplesmente pausa a gravacao e quando voce vai concluir a trilha ele faz um risco em linha reta no mapa. Acreditava que na versao paga poderia seguir uma trilha da forma como se usa o google maps, porem nao, voce tem que ficar parando e dando zoom pra ver se nao desviou se da trilha, tem o aviso sonoro, porem lento, quando se da conta ja ta longe da trilha.",ruim
"Não consigo efetivar o pagamento da versão Premium. Tenho outros app que pago, mas para esse app o pagamento gera um erro e não conclui. Já tive a versão Premium e o pagamento função época, mas agora ele dá erro. O app é bom, mas a funcionalidade de pagamento é uma M.",ruim
"Já foi bom mas agora o mapa parece ter algum problema,além da resolução não ser mais como era e não é a internet, não aparece os nomes das localidades e demais lugares,se usam o mapa do Google não sei porque não aparece. Sem falar que o preço subiu mais de 300% um absurdo,ir de 12 reais para mais de 42 reais,estou pensando se vou pra o Premium ou procuro outro App. E vive dando problema.",ruim
"Quando estou a gravar um trilho, grande parte do percurso fica em linha reta. Não grava a distância correta nem o percurso. Gostava de gravar para outros usuários poderem utilizar mas não posso porque fica mal gravado. Isto na versão paga. Estou descontente.",ruim
"Eu já considerei o wikiloc o melhor aplicativo pra quem faz trekken, nunca me deixou na mão anos atrás, mais depois dessas últimas atualizações está horrível, agora só pode seguir a trilha se for premium, a gps melhores nesse caso, vocês estão ficando pra trás onde tempos atrás vocês estavam na frente, gostava muito do wikiloc mais infelizmente não tá interessante ainda com vários bugs, o wikiloc era maravilhoso mas literalmente estão estragando o wikiloc.",ruim
"edit após resposta do dev: ah sim, no meio do passeio todo mundo para pra ler letras miudas dos termos de uso sim, pode acreditar. essa cobrança é no mínimo desonesta. vcs deveriam avisar que o período de testes está acabando... instalei pra fazer uma teilha em Itacaré e mal atendeu o que se propõe. alem disso, ativou a assinatura sem prévio aviso e me cobrou mais de 40 conto pela assinatura anual. odeio ser enganado. não instalem ou ativem qualquer ""teste gratuito"" , pois vai sair caro.",ruim
"Ultimamente o APP tem travado muito, perdido o sinal de GPS, informmando que se recuperou de um problema grave, nao marcando a trilha corretamente. ja instalei e desistalei o APP e continua acontecer. Aconteceu o mesmo com uma amiga, nao esta dando mais para confiar. O APP sempre foi muito bom, mais agira esta deixando a desejar.",ruim
"Lamentável que um software de partilha de caminhos feitos pelos utilizadores tenha que ser pago para seguir trilhas criadas por outros. Publicidade ainda seria aceitável. Fica a dica: é possível fazer o download das trilhas (gpx e outros formatos) através do browser do PC, só assim não se paga. Depois é só instalar o ""geo tracker"" ou semelhante e siga viagem...",ruim
"app muito ruim, trava direto, perde o sinal de GPS, quando testo se estou sem sinal no Google maps ou Waze, vejo que meu aparelho tem sinal GPS sim. últimas trilhas foram estressantes com as percas de sinal. já troquei de aparelho, já fiz todas as configurações que o app manda más continua perdendo sinal direto! qual a solução???",ruim
"O App ficou horrível! Não grava nada quando se bloqueia a tela! Com a tela ligada consegue gravar mas, consome muita bateria! Não é problema no smartphone pois, testei outro app do gênero e funciona perfeitamente com a tela bloqueada.",ruim
"Não gostei. Precisa melhorar a interação, deve ser mais intuitivo, exige muito no começo de cada trilha, precisa ser mais prático e simples. Selecionei uma trilha para seguir e simplesmente não consegui fazer funcionar. Não recomendo.",ruim
"Mesmo pagando premium, gravei uma trilha de mais de 50km e ao salvar como rascunho a trilha sumiu... além disso não encontro um canal de suporte para abrir uma reclamação e verificar se tenho como recuperar esta trilha... o aplicativo é bom, mas fiquei muito chateado. :(",ruim
"Usava há anos, a proposta do aplicativo era ser gratuito e colaborativo. Contribui com diversas trilhas gravadas, porque sempre acreditei no compartilhamento gratuito. Mas agora o dinheiro subiu a cabeça dos desenvolvedores, e estão cobrando um valor absurdo de assinatura anual e mensal. Estou desinstalando e vou apagar as trilhas que gravei, pois não quero os desenvolvedores ganhando dinheiro em cima da colaboração gratuita de milhões de trilheiros. Não houve nenhuma melhoria pelo $$$ cobrado!!!",ruim
"não consigo gravar em kml ou KMZ.., o GPX pra mim não adianta.., eu preciso de solução, sou brasileiro..., muitos usam o wikiloc..., é muito bom.., mas preferem o app antigo pois é mais simples e fácil de usar..., eu preciso de uma explicação traduzida..., posso aumentar as estrelas.., mas quero poder compartilhar minhas cópias locais em kml ou kmz....",ruim
"Infelizmente o valor é abusivo... App era gratuito e por isso tinha varios usuarios upando as trilhas, agora se aproveitam da popularidade pra cobrar um absurdo sendo que quem tinha trilha salva la agora pra seguir a propria trilha tem que pagar... Só que se você não usa direto não compensa.. recomento o strava .",ruim
"Não consigo seguir trilhas salvas. Quando abro a trilha e escolho seguir, abre-se a opção gravar, como se eu fosse criar uma nova trilha. Pensei que ocorresse isso pelo fato de eu não estar no início da trilha, todavia, fui até o ponto inicial de uma trilha e ainda sim não deu certo. O app sempre inicia a gravação.",ruim
Não recomendo. Comprei a versão pro porem usei um dia só dizia que era 7 dias grátis pra fazer o teste porém não acredite não muda nada do pro para quem não paga. Achei que iria encontrar trilhas novas porém com esse app não dá!,ruim
"Gosto muito do app, mas, ultimamente tem bugado muito, dificultando vc fazer o percurso. O ponto fica parado e aí vc não consegue ter a orientação necessária. Era um ótimo app, hoje, não está valendo a pena ter.",ruim
"O app passou a marcar rotas que eu nem mesmo fiz. Gravei minha travessia, somou 35km a mais do que eu fiz kkkk outras pessoas me relataram apresentar problemas quanto a marcação de kms no app. Comprei a versão pro e estou arrependido. Desculpa wiki, caiu no meu conceito. Espero que possam corrigir isso em breve ! Não quero continuar pagando por algo não funcional ..",ruim
"Péssimo APP, pelo menos na versão gratuita, rouba nos trajeto, não marca a trilha corretamente mesmo com o mapa baixado no celular, 2 pedaladas feitas, uma mais de 40km ele marcou 15, e outra que dá 16 marcou 12, marca uns trajetos nada haver com o mapa. A versão gratuita não recomendo não.",ruim
